seller_id,total_orders,late_orders,bad_reviews,avg_review_score,avg_days_late,revenue_at_risk
b8bc237ba3788b23da09c0f1f3a3288c,45,1,3,4.35,-13.55,1140.98
0df3984f9dfb3d49ac6366acbd3bbb85,86,1,9,4.34,-14.13,1140.2
b4a476fbd28de64b1e347abf9089366a,30,3,6,4.0,-10.69,1132.1
e0a366315b1b726b6c7832d664c0f530,43,2,7,4.33,-10.95,1129.2
3ab971ce71839580d2ae5b4e40fe8044,35,3,7,3.89,-11.42,1127.7
062ce95fa2ad4dfaedfc79260130565f,54,2,7,4.02,-12.88,1121.2
d673a59aac7a70d8b01e6902bf090a11,79,8,12,3.98,-11.47,1120.57
dbb9b48c841a0e39e21f98e1a6b2ec3e,108,5,15,4.2,-11.16,1120.03
dfa0c4c6229ab200a4a1336b4d7128ff,77,3,16,4.01,-14.76,1112.9
8a432f4e5b471f8da497d7dc517666e2,95,7,13,4.2,-11.73,1111.0
9d5a9018aee56acb367ba9c3f05d1d6a,66,1,9,4.44,-13.5,1110.67
6a8b085f816a1f75f92dbac6eb545f8f,125,12,14,4.16,-9.35,1107.8
bd0389da23d89b726abf911cccc54596,87,7,10,4.2,-11.81,1097.89
3df020b72d3d44b3af9d110fa3940b65,55,12,17,3.95,-10.18,1097.8
80e6699fe29150b372a0c8a1ebf7dcc8,96,4,8,4.35,-15.55,1092.49
2a7dc43cecabf23403078e2188437d1d,52,4,6,4.09,-9.54,1078.49
0db783cfcd3b73998abc6e10e59a102f,132,5,17,4.21,-12.42,1074.4
23613d49c3ac2bd302259e55c06c050c,69,11,22,3.69,-10.64,1071.3
6ec1a01e866584bb679eb9b098345919,30,7,4,4.24,-4.35,1063.92
cbd996ad3c1b7dc71fd0e5f5df9087e2,160,16,23,4.13,-10.59,1063.89
e9d99831abad74458942f21e16f33f92,130,15,24,3.91,-9.04,1063.1
ff063b022a9a0aab91bad2c9088760b7,94,3,9,4.28,-11.32,1051.0
ba143b05f0110f0dc71ad71b4466ce92,83,13,7,4.46,-7.77,1046.26
66dc1b1632bd6a3e508510c5b3492107,36,1,12,3.49,-13.67,1045.3
11bfa66332777660bd0640ee84d47006,76,18,28,3.78,-8.15,1045.23
3f3486b61f45078d4f31ee5e43d8c5bb,39,6,3,4.33,-9.6,1024.66
6b243f80ed07b10f0e8aa0f21a205f3c,79,3,15,4.02,-13.72,1023.4
45ba18c210d42734ec52c0c1c574e9ee,35,2,6,4.05,-11.79,1019.65
058fd0aa2bfdb2274e05e1ae971dabb6,60,5,6,4.38,-11.07,1014.5
08633c14ef2db992c11f840f04fad4cd,74,6,11,4.24,-11.13,1014.5
81f89e42267213cb94da7ddc301651da,46,0,13,3.54,-9.05,1014.0
ececbfcff9804a2d6b40f589df8eef2b,97,10,14,4.13,-11.15,1013.48
6f892e20a171e98efe17fdb971ff319b,41,4,9,3.9,-9.43,1012.8
9674754b5a0cb32b638cec001178f799,84,3,17,4.08,-10.38,1011.21
31344c16881c08a8a72c6d2eb29918c1,42,2,4,4.43,-9.64,1009.5
95f83f51203c626648c875dd41874c7f,50,3,29,3.22,-13.55,1008.53
259f7b5e6e482c230e5bfaa670b6bb8f,136,3,21,4.27,-13.07,1006.75
32b8764b4ef628b53608fc34011fcc13,36,3,2,4.24,-14.03,997.0
070d165398b553f3b4b851c216b8a358,31,5,11,3.54,-8.43,995.79
93dc87703c046b603023e75222018b45,33,3,3,4.16,-10.56,993.85
05d2173d43ea568aa0540eba70d2ca76,62,4,11,4.0,-10.89,990.18
d20b021d3efdf267a402c402a48ea64b,86,18,23,3.71,-5.24,988.52
3340ef1913fb70d28420f6ceb685c339,32,4,3,4.33,-10.6,968.58
d5ba419e26d246a0719437cf37d9b46d,33,4,6,3.91,-8.41,967.7
aafe36600ce604f205b86b5084d3d767,129,6,13,4.38,-12.46,965.6
d3f39f05462b79a4562d35893a28f159,33,5,15,3.32,-11.6,964.5
d9bd94811c3338dceb4181f3dbc0c73e,54,7,2,4.82,-7.85,963.16
dfc5fb7259bb2b599ca565e6e9448f0f,33,2,3,4.12,-11.52,959.96
282f23a9769b2690c5dda22e316f9941,98,5,4,4.33,-11.39,959.13
0ea22c1cfbdc755f86b9b54b39c16043,234,4,20,4.35,-16.17,942.7
c66dccfb3f109511246da627dd5a2498,44,2,3,4.57,-14.31,937.9
7d456afc660226829370f3173d14520c,55,5,9,4.27,-11.81,933.0
b17b679f4f5ce2e03ce6968c62648246,50,9,9,3.92,-10.77,930.25
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,35,4,9,3.93,-9.2,925.9
834f8533b2ecb6598dd004ff3de7203a,41,8,9,3.88,-7.74,924.64
37515688008a7a40ac93e3b2e4ab203f,227,24,25,4.09,-7.35,921.5
b39d7fe263ef469605dbb32608aee0af,43,2,8,3.79,-15.62,919.6
f84a00e60c73a49e7e851c9bdca3a5bb,88,10,24,3.72,-10.08,917.4
0ef83d7d83ed97cd2a0049ac8be5f88a,48,1,9,4.25,-13.2,907.13
25e6ffe976bd75618accfe16cefcbd0d,106,6,10,4.42,-13.86,904.01
b90e891671cffd9557f33a97dc523645,34,0,6,4.13,-15.62,900.0
26d8a1c7c75d513045798992ead43aa2,34,3,4,4.33,-11.79,899.68
98dac6635aee4995d501a3972e047414,89,9,47,3.89,-11.01,895.88
5c6d4016c2a288f074fa0848a2b653d2,31,3,4,4.21,-9.48,894.8
0cbcee27c791afa0cdcb08587a2013a8,37,4,5,4.0,-14.28,893.15
94144541854e298c2d976cb893b81343,68,3,9,4.29,-14.4,893.0
bba74270a87732727b5a3b4fd9ac1c39,35,0,9,3.88,-15.45,889.91
3c03b12bab54d8b37d79d914bfdb1aa0,37,7,8,3.88,-8.12,880.36
1336efc61c316ddf92c899eb817f7cae,74,8,14,3.94,-10.51,879.97
640e21a7d01df7614a3b4923e990d40c,115,9,11,4.29,-9.58,876.19
99002261c568a84cce14d43fcffb43ea,36,3,6,3.72,-11.5,870.0
42bde9fef835393bb8a8849cb6b7f245,34,1,3,4.28,-13.5,866.0
f3da5b2ff499efb8d4a6d371d175d7dd,77,11,14,3.9,-7.5,863.63
562fc2f2c2863ab7e79a9e4388a58a14,255,9,25,4.25,-12.5,856.71
a420f60ff1aa9acc80d0e42959f2b313,67,6,11,3.93,-12.12,850.3
83deb69e889cf80f82be1dc6d5f2d486,40,2,6,4.36,-11.22,842.8
d1b65fc7debc3361ea86b5f14c68d2e2,39,2,1,4.65,-15.32,839.79
7e3f87d16fb353f408d467e74fbd8014,91,11,10,4.16,-9.77,839.08
ebd2d60905fb58271facef5596b620d3,82,3,8,4.24,-10.58,830.48
7d76b645482be4a332374e8223836592,172,20,27,3.97,-8.59,830.07
8bb48dc19fccaa8613b6229bf7f452a2,82,2,10,4.34,-12.76,825.53
f3b80352b986ab4d1057a4b724be19d0,86,0,10,4.16,-12.26,815.7
1ce3ae5a399804d1a87e706f8a813c3e,40,4,10,3.73,-15.57,815.2
951e8cef368f09bb3f3d03c00ca4702c,62,6,8,4.16,-10.12,806.88
5d0363b33554b373851fc1622e4d5f3c,93,8,11,4.09,-8.23,804.9
d98eec89afa3380e14463da2aabaea72,168,4,17,4.29,-17.99,804.82
7722b1df1b0e383e000397b2c11e3e19,133,4,16,4.22,-11.54,799.12
50c9975695009e5e6473912e83a6d1da,50,7,11,3.99,-8.05,796.5
b561927807645834b59ef0d16ba55a24,85,14,9,4.34,-8.06,795.8
11305281b50fff20ae8bb473f8e11876,35,5,3,4.35,-12.04,794.76
ad420dd0c4f92f8af951ac24b86d0cf5,42,3,6,4.16,-10.93,792.98
23c38debaffe4a25a30fdbd9b586a13f,41,7,1,4.3,-9.71,787.38
ce27a3cc3c8cc1ea79d11e561e9bebb6,122,3,17,4.12,-12.75,784.69
ede0c03645598cdfc63ca8237acbe73d,43,16,12,3.67,-3.48,781.76
f84fa566034f5e8e880a07ec624c56af,89,12,11,4.31,-7.56,781.69
cc63f0dd2acba93ffed4fe9f8e0321fa,55,0,6,4.05,-11.6,779.48
6860153b69cc696d5dcfe1cdaaafcf62,74,7,12,4.16,-8.88,778.06
0432ead42b6c8a0bdf68154add917fdf,82,3,6,4.55,-12.77,775.3
aced59e9b31ef866a94f9e7f29d8d418,61,5,4,4.43,-10.57,774.8
289cdb325fb7e7f891c38608bf9e0962,109,2,6,4.59,-9.87,761.0
aae3bfea055532c57fb453ed3ec80b30,48,0,11,3.55,-13.49,760.25
ac3508719a1d8f5b7614b798f70af136,101,3,3,4.64,-17.37,760.1
7dc8c42cc750eeafea6c85712ffee9bf,41,2,6,4.26,-12.7,747.96
6fc26fe110feebd80a433e1f012a84f9,35,5,9,4.01,-13.93,745.99
4c03b9dd4c11ee2cb35c96c49efc9420,48,1,7,4.11,-13.48,743.4
cab85505710c7cb9b720bceb52b01cee,201,5,13,4.34,-15.13,738.6
aac29b1b99776be73c3049939652091d,94,12,19,4.01,-11.16,732.47
e8f6dc8e6a1dcde89d20e3995c8d90b3,35,3,12,3.57,-19.7,731.7
d93919c944be9cff128f6c9cb899eacb,33,6,6,4.0,-7.34,729.2
fa1a9dec3a9940c072684a46728bf1fc,55,0,10,3.98,-14.33,724.0
e067ad2c1c0b48758eb1b5228bcf7a68,54,5,7,4.13,-9.88,721.25
afe0067131b73e40875c9b6c10bd2e21,45,2,4,4.27,-10.7,704.4
4559697a8f7e637227c2eeaed843baff,39,3,5,4.22,-11.68,699.5
827f8f69dfa529c561901c4f2e0f332f,91,10,13,4.25,-10.25,692.69
6cd68b3ed6d59aaa9fece558ad360c0a,149,3,6,4.45,-13.64,682.8
f00e21b1e91a79653163b7fd8f293ff1,31,1,4,4.1,-15.52,677.5
6c7d50c24b3ccd2fd83b44d8bb34e073,112,2,7,4.44,-11.19,676.09
56642bcb79900e777d68e91915cb4267,48,9,12,3.77,-10.29,669.92
dc8798cbf453b7e0f98745e396cc5616,35,3,13,3.49,-8.76,668.4
f7ccf836d21b2fb1de37564105216cc1,69,7,14,3.86,-8.33,658.7
0bae85eb84b9fb3bd773911e89288d54,136,1,11,4.23,-14.55,658.59
318f287a62ab7ac10b703ac37435a231,51,7,12,3.92,-8.81,649.0
b2ac621f0d0322434d04a12b078b9369,30,3,2,4.4,-10.95,642.9
cd06602b43d8800bd0afad514919d35c,43,2,13,3.73,-11.04,634.89
4c498c7345e89aebad651544829beca0,47,6,4,4.28,-8.48,634.3
30a2f535bb48308f991d0b9ad4a8c4bb,71,3,12,4.26,-12.2,633.8
0c7533c71df861ec58ad7ff999ed0e8d,61,3,13,4.04,-9.05,628.3
3fd1e727ba94cfe122d165e176ce7967,35,7,6,3.97,-8.11,624.1
c8467937e403e76a8ee9f0ab13f6f5ef,30,4,4,4.13,-8.79,622.3
6d803cb79cc31c41c4c789a75933b3c7,58,4,5,4.28,-13.55,619.7
1bb2bdb95f4841f1bba2c0d2cd83d3c9,79,6,4,4.58,-12.67,617.67
f0b47fbbc6dee9aafe415a6e33051b3f,67,8,11,4.26,-12.01,612.0
382229d1e840115ffe3dbf5ff460e417,45,5,5,4.31,-9.67,608.18
65febd49fd28ec955651299159b1f527,33,2,5,4.34,-12.79,597.94
02f623a8eb246f3c5f7c2f96462654e6,44,4,2,4.56,-9.97,596.0
4917cee8d902e13428c3ec4b1ca6f315,31,1,4,4.16,-9.28,592.0
516e7738bd8f735ac19a010ee5450d8d,74,4,3,4.61,-17.87,590.7
582d4f8675b945722eda7c0cb61ba4c7,59,1,9,4.11,-13.34,590.32
537eb890efff034a88679788b647c564,158,10,17,4.18,-11.73,589.8
5d3bb11474a06bdc23fb9e89f1164ee0,31,1,5,3.94,-12.8,577.0
9d4db00d65d7760644ac0c14edb5fd86,97,4,4,4.54,-11.0,574.58
14d7985702e72162bbf13b6beb74ab2b,37,5,3,4.34,-7.98,572.0
2dee2ce60de9709b1a24083217181a1f,54,2,4,4.36,-16.38,572.0
6a0cbc8af2e8abd1bdfb777943d174c6,34,3,4,4.03,-8.18,571.9
4c18691b6037662be2df78a765d98ab5,63,5,12,3.84,-10.75,571.1
e333046ce6517bd8bb510291d44f0130,68,4,6,4.39,-12.87,571.0
0176f73cc1195f367f7b32db1e5b3aa8,37,4,7,4.05,-8.08,570.3
cb8bcce248bb1fb274ba762d8b971456,66,1,3,4.34,-11.31,569.6
b6d44737c043328708f6749c2dbe50bd,61,4,5,4.57,-13.66,566.8
381c83fdca332ea6afd896da20bf6e4a,46,2,4,4.39,-15.1,563.0
1838dd9b8977065acf51d95e0053ea7a,62,3,8,4.34,-10.37,557.9
bacb1f0ed56ad24198f5810d2b3fe9a5,38,1,3,4.32,-12.7,549.7
c6bda72e4dbf5c5866b13cb1810c6d03,59,2,5,4.38,-11.6,549.5
3c4e0452bff7a2a788179488d3d77032,32,1,8,3.74,-14.93,549.2
d12c926d74ceff0a90a21184466ce161,76,1,14,4.11,-13.68,546.4
5b925e1d006e9476d738aa200751b73b,63,4,3,4.61,-10.32,545.0
a17f621c590ea0fab3d5d883e1630ec6,63,5,11,4.18,-9.84,544.28
fad44952713764836814be105382aee5,32,1,2,4.28,-11.18,540.0
45d33f715e24d15a6ccf5c17b3a23e3c,56,4,6,4.17,-11.3,539.89
c864036feaab8c1659f65ea4faebe1da,58,2,3,4.57,-12.65,539.7
9616352088dcf83a7c06637f4ebf1c80,91,0,9,4.28,-14.66,539.1
a6fe7de3d16f6149ffe280349a8535a0,50,8,8,4.06,-8.78,539.0
2a5b78b41cd05baeac8df54c6606b92c,46,1,4,4.3,-17.95,534.14
8c16d1f32a54d92897cc437244442e1b,108,2,9,4.33,-14.2,532.39
0ffa40d54288e4f3499b8780dd0f144f,33,5,4,4.4,-11.45,531.9
822166ed1e47908f7cfb49946d03c726,69,1,21,3.94,-12.0,525.75
3f995f07c49d0d55a99d5c54957f7d81,43,1,4,4.21,-11.41,525.0
f181738b150df1f37cb0bd72e705b193,36,4,2,4.49,-9.3,523.8
fd386aa7bed2af3c7035c65506c9b4a3,69,8,11,4.36,-8.94,522.11
f4aba7c0bca51484c30ab7bdc34bcdd1,108,8,20,3.9,-15.0,521.77
e8b4225284fbb02d16f200513f1f395d,30,3,1,4.3,-13.08,521.29
f789d2c4f2c2eb38fc4373e7a4b35264,44,2,7,4.18,-14.19,519.93
1eade46fba20122dc4aefb379f8c636b,58,10,7,4.31,-6.89,516.81
ec8879960bd2221d5c32f8e12f7da711,35,6,4,4.29,-7.95,516.4
a2e874074c877c5a05abae80ad6e488f,40,2,4,4.19,-15.21,510.84
c9aafcd0621b2207c10e32c649cada4d,40,4,4,4.34,-10.56,504.86
33ac3e28642ab8bda860a2f693000e78,34,0,4,4.23,-12.34,504.69
3bdff180c7e1f6551a643b99c265a120,56,4,6,4.18,-11.71,504.0
7008613ea464bad5cb9b83456e1e6a8f,123,6,11,4.29,-13.49,501.2
670c26e0f1bf8d0576271d5cfaec6d2b,77,4,6,4.35,-13.01,499.9
3d8fa2f5b647373c8620330c4e077a9f,42,1,7,4.11,-12.34,495.94
b56906f7fd1696e043f1bcce164c487b,40,2,9,3.95,-13.88,493.78
db4350fd57ae30082dec7acbaacc17f9,136,6,18,4.15,-14.87,483.55
080199a181c46c657dc5aa235411be3b,79,2,1,4.61,-8.93,479.47
8a130737016f838139d31878787a39c9,56,4,5,4.35,-10.0,476.3
6b90f847357d8981edd79a1eb1bf0acb,45,2,3,4.38,-8.25,475.19
406822777a0b9eb5c50e442dd4cd3ec5,44,6,4,4.36,-9.84,459.3
dd533b429f380718b70ad9922c294bae,39,5,6,3.86,-8.59,459.2
fc906263ca5083d09dce42fe02247800,112,0,12,4.38,-14.13,458.8
715bbd5ba4e6b74cb0d2f29eb45058b0,62,5,4,4.47,-12.85,457.8
d566c37fa119d5e66c4e9052e83ee4ea,65,3,2,4.72,-9.76,457.5
2745f798279e0ed033addcc1474776d7,32,3,4,3.97,-9.98,451.16
96804ea39d96eb908e7c3afdb671bb9e,37,1,7,3.97,-12.56,450.55
55a5b51f93f2b70ea513f5a047b0262a,39,3,2,4.49,-11.76,446.35
520b493b57809f446cb0a233bb3e25c7,63,2,6,4.38,-11.26,436.5
cb3dd9ce66268c7a3ca7241ac70ab58c,48,3,6,4.25,-13.69,431.57
4992e76a42cb3aad7a7047e0d3d7e729,56,5,12,3.88,-9.83,429.1
bf84056e679dbe9c69929847a40e338f,35,3,7,3.76,-5.74,427.62
080102cd0a76b09e0dcf55fcacc60e05,122,5,5,4.53,-11.13,411.99
b74d1c09cb380e1d03a6f859c6f4224b,30,6,5,4.24,-11.14,409.91
750303a20e9c56b2a6bc45cdce0b897d,53,2,5,4.34,-11.76,409.6
994f04b3718c2bab35c2adfa8afecd2a,47,4,2,4.33,-7.81,409.4
0ed6ce5d87fd9c69eaacaeb778d67235,42,6,2,4.39,-12.08,408.48
b76dba6c951ab00dc4edf0a1aa88037e,157,5,18,4.19,-16.15,397.67
acce39e832338debb07b02385cde5967,44,0,3,4.48,-9.63,389.7
d57e18d5f73c7ccb7f7339b61166898d,61,2,5,4.44,-10.78,389.3
1b8356dabde1d35e17cef975c3f82730,55,1,6,4.13,-13.62,387.93
dee656f0f566ed1aa85bd137c943f08f,92,5,7,4.38,-13.46,387.46
42b729f859728f5079499127a9c2ef37,103,13,12,4.36,-6.55,382.09
a5cba26a62b8b4d0145b68b841e62e7f,53,1,2,4.57,-14.08,378.0
8f119a0aee85c0c8fc534629734e94fd,75,5,7,4.25,-10.1,372.25
34d1ca11b242c0fee2c834ae8d788566,40,0,2,4.3,-13.36,371.62
cd6efc47efaabf134f8bdb654e10b4f1,31,3,2,4.5,-13.35,369.99
432c37c9dfba871172ec162e20118b8c,44,8,6,4.29,-10.64,368.0
c013e57c075a06e5b5c48ee03c525719,42,4,4,4.16,-10.87,356.93
abcd2cb37d46c2c8fb1bf071c859fc5b,44,2,1,4.31,-16.01,356.7
709e16e2b25c7474d980076c6bfc4806,60,2,1,4.53,-12.56,340.7
bd4889b5e9133b35b66e42a8665cea5c,36,0,3,4.46,-13.53,338.3
cc5a78bbad32776dc4e3af205218368c,33,1,3,4.47,-15.91,338.06
5f1dc28029d2c244352a68107ec2b542,62,6,6,4.43,-15.26,317.2
2ff97219cb8622eaf3cd89b7d9c09824,87,6,3,4.55,-8.65,312.6
870d0118f7a9d85960f29ad89d5d989a,45,3,5,4.06,-9.26,310.58
232a6014e7b10cba61c6c2b2ea6bb4b0,32,2,5,4.09,-13.65,310.48
6481e96574816ead57975da2c0f6d80d,32,1,4,4.14,-10.57,305.0
643214e62b870443ccbe55ab29a4dccf,65,9,3,4.41,-10.01,304.5
fde0cc9ea29c8ccfc0a2c22256a58c71,35,1,3,4.49,-15.69,303.0
43f8c9950d11ecd03a0304a49e010da6,41,3,1,4.56,-11.51,301.97
2a6fbeaa7ab9e5d59a35841a8da71ce4,30,2,5,3.93,-12.08,300.8
5160d23075764e18e07c1f4a87fad743,33,1,3,4.45,-8.7,300.0
c8b3445d737de6befde0c88ede534a5e,30,1,7,3.97,-9.86,299.93
8cbac7e12637ed9cffa18c7875207478,66,4,8,4.19,-13.37,297.5
9add47bf45ce8e8c7db6b9cf670b1e09,41,1,3,4.26,-12.91,289.0
c68fb906c8f4b4b946d8386bfa6e5467,45,1,3,4.51,-12.16,284.41
f214d28e8d8e3ef068748498ccc2f813,52,4,8,4.13,-12.38,281.9
f680f85bee2d253556ac91be391d2c82,45,1,5,4.3,-12.06,280.87
20d83f3ef0e6925fd74bfd59170babf7,40,2,4,4.35,-10.89,279.5
33576ec5412fb5905d876f12f33bfde6,31,1,3,4.12,-16.26,267.0
9baf5cb77970f539089d09a38bcec5c3,31,0,2,4.44,-17.32,261.98
f67efa3f0b6761102a7f8c6b7b571f5d,31,0,2,4.44,-17.58,259.98
78c99c6dff4eeae5be99bf635ed21e3f,31,5,4,4.33,-9.66,259.6
e38db885400cd35c71dfd162f2c1dbcf,30,4,2,4.5,-11.85,259.6
5cbbd5a299cab112b7bf23862255e43e,36,0,4,4.32,-12.67,253.87
b335c59ab742f751a85db9c411a86739,30,2,3,3.94,-10.41,251.03
9646c3513289980f17226a2fc4720dbd,69,6,8,4.34,-12.23,247.8
dbd66278cbfe1aa1000f90a217ca4695,85,6,3,4.45,-11.85,244.2
25cf099de44674fde97473224f9d59ab,50,2,5,4.33,-12.23,241.0
8bd0f31cf0a614c658f6763bd02dea69,33,1,3,4.21,-12.29,239.98
974cf2cb8f4b7add98709c30df02fe10,30,1,3,4.17,-13.06,239.97
002100f778ceb8431b7a1020ff7ab48f,50,9,7,4.04,-7.43,235.8
83e197e95a1bbabc8c75e883ed016c47,46,1,1,4.74,-13.21,229.4
91f848e9f4be368f4318775aac733370,60,2,3,4.38,-10.82,219.79
1d4587203296c8f4ad134dc286fa6db0,40,2,4,4.37,-10.58,214.5
729b2d09b2a0bdab221076327f13d050,48,4,3,4.58,-12.31,213.34
20cb7c2fde3e5bf10f0bbe7394e1c6a9,31,5,9,3.9,-12.17,202.8
376a891762bbdecbc02b4b6adec3fdda,57,2,1,4.67,-14.56,200.9
d66c305afaec317ebee552073a674429,38,1,2,4.53,-19.0,195.98
0509040ea3fe50071181bbc359eb7738,87,6,1,4.49,-10.06,195.9
cce6ab8d1682639fe45ab70234f1665f,61,3,3,4.53,-13.11,194.9
bf3c6d2a28b2b5501e6c15448982dcc9,35,1,3,4.42,-11.27,183.6
4e06067cc08b3f41d837768d392c3ee3,31,2,9,4.17,-13.78,180.94
daeb5653dd96c1b11860f72209795012,38,4,5,4.22,-9.93,180.3
b410bdd36d5db7a65dcd42b7ead933b8,42,1,0,4.81,-14.68,179.0
33a17d60c64393351ebf1ef860f4e0f2,43,1,1,4.62,-15.39,169.97
d9a84e1403de8da0c3aa531d6d108ba6,53,3,3,4.62,-9.24,167.4
4da0e408c99d2fdc2126dc9fce518060,44,0,4,4.5,-23.11,166.7
efcd8d2104f1a05d028af7bad20d974b,46,1,4,4.21,-13.76,164.98
594f9aaa48e5bf431f011ddc5669b0d5,37,1,1,4.58,-13.34,164.8
57e632711dec9ec14ca7546769483e7e,62,0,3,4.42,-16.19,164.69
e49c26c3edfa46d227d5121a6b6e4d37,34,0,2,4.51,-18.86,161.14
725c32fa80c2faacc4fc88450d27314e,89,1,2,4.54,-11.54,154.77
e63e8bfa530fb16910dd6956e592bb81,41,2,4,4.35,-13.15,152.5
bccf933e006e9b94a6184af782963e77,45,1,3,4.53,-12.55,151.77
31561f325664a8a7aba4c8d0c3a9b3db,36,1,2,4.58,-8.95,149.7
138dbe45fc62f1e244378131a6801526,49,2,10,3.98,-9.27,149.0
7f7b8245c336066a1f9933c359f11d77,38,1,3,4.56,-12.36,139.88
0ebd97a106433a45a4aebe57c1799778,31,0,2,4.5,-16.46,139.8
02f5837340d7eb4f653d676c7256523a,30,1,1,4.83,-16.66,125.99
3504c0cb71d7fa48d967e0e4c94d59d9,53,0,2,4.42,-10.04,122.7
01fd077212124329bac32490e8ef80d9,31,1,5,4.31,-11.21,122.0
a3dd39f583bc80bd8c5901c95878921e,34,1,1,4.61,-11.12,119.9
5a93f3ab0ef4c84ed5e1b5dbf23978bc,38,1,1,4.81,-18.35,116.91
f7720c4fa8e3aba4546301ab80ea1f1b,59,3,4,4.23,-14.01,111.5
9b00ed88b7fdb95d6ff76e27c1b52d16,46,3,3,4.58,-9.73,102.2
1caf283236cd69af44cbc09a0a1e7d32,33,4,3,4.54,-10.68,97.87
3586b8580d9c917874e053a1bb37b5ff,36,2,3,4.44,-16.31,96.7
6338ea67c41078a46ad99cc009654956,37,0,2,4.61,-15.07,95.89
116ccb1a1604bc88e4d234a8c23f33de,61,4,3,4.6,-10.07,92.1
5f3ae9136c875522250f8184f253413a,42,3,1,4.58,-11.42,84.2
113e3a788b935f48aad63e1c41dac1bd,39,2,2,4.4,-14.96,74.27
325f3178fb58e2a9778334621eecdbf9,36,0,4,4.46,-11.37,62.5
b1ac6ea7895bc3dd6f0f6f4abbdd2821,38,0,1,4.53,-16.12,59.0
75fbb52eda0cbc24f479d3b2fbfa8d3e,38,2,3,4.49,-13.4,56.7
718539d38d07dd351c76db862760e2e2,35,0,4,4.49,-13.4,55.96
6df688df543f90e9b38f4319e75a9d88,39,0,2,4.51,-14.65,25.76
18e694e0e48ed6f7aa3f24aade5fd697,31,1,0,4.68,-12.71,23.9
